feature,importance,importance_std,importance_type,model
dissolved_oxygen_mg_l_rt_rolling_15min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_rolling_15min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_rolling_15min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_rolling_15min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_rolling_30min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_rolling_30min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_lag_15min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_rolling_30min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_rolling_30min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_rolling_30min_range__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_rolling_60min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_rolling_60min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_rolling_60min_range__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_rolling_120min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_rolling_120min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_rolling_120min_range__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_delta_5min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_delta_15min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_rolling_30min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_rolling_60min_range__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_delta_30min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_rolling_30min_slope__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_60min_range__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_120min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_120min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_120min_range__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_delta_5min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_delta_15min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_pct_change_30min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_15min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_lag_5min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_15min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_pct_change_30min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_rolling_30min_slope__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ammonia_mg_l_rt_lag_5min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_15min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_30min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_30min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_30min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_30min_range__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_60min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_60min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_60min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_60min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_60min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ph_rt_rolling_60min_range__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ph_rt_rolling_120min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_lag_30min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ph_rt_rolling_15min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ammonia_mg_l_rt_lag_30min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ammonia_mg_l_rt_lag_60min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ph_rt_rolling_15min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_lag_30min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_lag_30min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_15min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_rolling_15min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_rolling_15min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_15min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_15min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_30min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_30min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_30min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_30min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_60min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_60min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_60min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_60min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_rolling_120min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_rolling_120min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_rolling_120min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
cod_mg_l_rt_rolling_15min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_rolling_120min_range__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ammonia_mg_l_rt_rolling_15min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ammonia_mg_l_rt_rolling_15min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ammonia_mg_l_rt_rolling_30min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ammonia_mg_l_rt_rolling_60min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ammonia_mg_l_rt_rolling_60min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ammonia_mg_l_rt_rolling_120min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
cod_mg_l_rt_rolling_30min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_lag_120min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_15min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_60min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_120min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_120min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ammonia_mg_l_rt_rolling_120min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
cod_mg_l_rt_rolling_15min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
cod_mg_l_rt_rolling_15min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
cod_mg_l_rt_rolling_30min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ammonia_mg_l_rt_rolling_30min_slope__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_lag_30min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
cod_mg_l_rt_rolling_30min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_lag_120min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_15min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_15min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ammonia_mg_l_rt_rolling_15min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_lag_60min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_lag_120min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_rolling_15min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_rolling_15min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_rolling_15min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_rolling_15min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_rolling_30min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_15min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_15min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_30min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_30min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
cod_mg_l_rt_rolling_30min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_60min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_60min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_60min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_rolling_30min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_rolling_60min_range__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_rolling_120min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_rolling_120min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_rolling_120min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_rolling_120min_range__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_rolling_30min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_delta_15min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_delta_30min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_120min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_120min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_120min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_rolling_60min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_lag_5min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_lag_30min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_120min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
cod_mg_l_rt_lag_15min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
cod_mg_l_rt_lag_30min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ammonia_load_rt__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_120min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
do_cod_ratio_rt__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
hour__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
day_of_week__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
is_weekend__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
is_working_hour__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_lag_60min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_120min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_60min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_60min_min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_60min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
orp_mv_rt__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_120min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
cod_mg_l_rt__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
any_sensor_jump_flag__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_120min_range__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_delta_5min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_lag_30min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_delta_30min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_pct_change_30min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
sin_hour__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_60min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
ph_rt__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_30min_median__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_30min_max__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_30min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_30min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_pct_change_30min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_lag_15min__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_15min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_120min_std__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
cod_load_rt__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_load_rt__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
tss_load_rt__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
conductivity_us_cm_rt__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_60min_range__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_120min_mean__imputed,0.0,0.0,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_delta_15min__imputed,-1.628389339813907e-07,3.095021578253396e-05,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_30min_median__imputed,-1.628389339813907e-07,3.095021578253396e-05,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_rolling_120min_min__imputed,-2.4283829400673087e-07,3.7686124837475086e-05,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt_rolling_30min_slope__imputed,-6.961364427438e-06,1.3922728854876e-05,permutation_average_precision,hist_gradient_boosting
ammonia_mg_l_rt_rolling_30min_mean__imputed,-6.961364427438e-06,1.3922728854876e-05,permutation_average_precision,hist_gradient_boosting
ph_rt_rolling_15min_std__imputed,-6.961364427438e-06,1.3922728854876e-05,permutation_average_precision,hist_gradient_boosting
tss_mg_l_rt__imputed,-7.12420336141939e-06,3.390414537231356e-05,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_120min_min__imputed,-7.125657280449005e-06,3.4156663951072625e-05,permutation_average_precision,hist_gradient_boosting
ph_rt_rolling_30min_max__imputed,-7.455731729977267e-06,5.5946333101072945e-05,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_30min_range__imputed,-7.535731090002607e-06,5.992623367293931e-05,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_lag_60min__imputed,-1.4004148321866694e-05,2.770308581091766e-05,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_30min_range__imputed,-1.424844053490304e-05,4.6883572695317525e-05,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_60min_max__imputed,-1.4254257223433875e-05,4.7610470214522606e-05,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_30min_slope__imputed,-1.4750217779258002e-05,7.221731160277752e-05,permutation_average_precision,hist_gradient_boosting
cod_mg_l_rt_rolling_15min_mean__imputed,-2.0884093282313997e-05,1.705179076078507e-05,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_120min_range__imputed,-2.0884093282313997e-05,1.7051790760785072e-05,permutation_average_precision,hist_gradient_boosting
ammonia_mg_l_rt_delta_30min__imputed,-2.0884093282313997e-05,1.705179076078507e-05,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_delta_30min__imputed,-2.0884093282313997e-05,1.7051790760785072e-05,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_lag_5min__imputed,-2.0884093282313997e-05,1.7051790760785072e-05,permutation_average_precision,hist_gradient_boosting
cod_uv254_ratio_rt__imputed,-2.0884093282313997e-05,1.7051790760785072e-05,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt__imputed,-2.0965512749304692e-05,2.7682618775770606e-05,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_rolling_30min_std__imputed,-2.1048386135325004e-05,3.548272920674465e-05,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_rolling_30min_mean__imputed,-2.1628569486420447e-05,6.862036608285128e-05,permutation_average_precision,hist_gradient_boosting
flow_rate_lps_rt_rolling_120min_std__imputed,-2.7845457709752e-05,1.3922728854876e-05,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_15min_std__imputed,-2.8259859464330185e-05,5.14985974250471e-05,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_delta_15min__imputed,-2.968742800582014e-05,0.00010598931438382716,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_rolling_15min_median__imputed,-3.4889695523210305e-05,2.2145034145890697e-05,permutation_average_precision,hist_gradient_boosting
cod_mg_l_rt_rolling_30min_max__imputed,-3.4972568909230614e-05,3.1317588327473576e-05,permutation_average_precision,hist_gradient_boosting
turbidity_ntu_rt_delta_15min__imputed,-4.18510599506483e-05,1.4088475626916619e-05,permutation_average_precision,hist_gradient_boosting
cod_mg_l_rt_lag_60min__imputed,-4.193393333666862e-05,2.6224418451775463e-05,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_delta_30min__imputed,-4.2018295466195174e-05,3.456362649137601e-05,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_30min_min__imputed,-4.8978171150126926e-05,2.803203767477252e-05,permutation_average_precision,hist_gradient_boosting
ammonia_mg_l_rt_delta_5min__imputed,-5.021586916746923e-05,8.968947555788371e-05,permutation_average_precision,hist_gradient_boosting
ammonia_mg_l_rt_rolling_120min_max__imputed,-5.6106771093111794e-05,3.5905078498883516e-05,permutation_average_precision,hist_gradient_boosting
conductivity_us_cm_rt_rolling_60min_std__imputed,-5.6277019968886675e-05,4.813032562856512e-05,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_delta_30min__imputed,-6.795399471797303e-05,0.00017567232921777363,permutation_average_precision,hist_gradient_boosting
ph_rt_lag_120min__imputed,-7.01123733340081e-05,2.2409462301213314e-05,permutation_average_precision,hist_gradient_boosting
cos_hour__imputed,-7.218433470714824e-05,0.00011456730060960373,permutation_average_precision,hist_gradient_boosting
sin_day_of_week__imputed,-8.287794969317198e-05,0.0002864586420889298,permutation_average_precision,hist_gradient_boosting
turbidity_ntu_rt_pct_change_30min__imputed,-8.505990235281313e-05,7.062502430991818e-05,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_lag_60min__imputed,-9.141381103343616e-05,1.7461432440746187e-05,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_60min_range__imputed,-9.905624379782373e-05,5.726093557337003e-05,permutation_average_precision,hist_gradient_boosting
turbidity_ntu_rt_delta_30min__imputed,-0.00014260249554371996,7.130124777185998e-05,permutation_average_precision,hist_gradient_boosting
conductivity_us_cm_rt_rolling_120min_mean__imputed,-0.00015008252653239129,7.983802468074702e-05,permutation_average_precision,hist_gradient_boosting
uv254_abs_rt_rolling_15min_std__imputed,-0.00017063078962313848,0.00021026641982514925,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_15min_std__imputed,-0.0001772751039583298,0.0003724307750634701,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_delta_15min__imputed,-0.0001930350854311147,1.810413704937879e-05,permutation_average_precision,hist_gradient_boosting
ph_rt_rolling_30min_min__imputed,-0.00020886484423703332,0.000317722562657183,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_rolling_120min_std__imputed,-0.00022934075044049872,0.0002916234591703307,permutation_average_precision,hist_gradient_boosting
orp_mv_rt_rolling_15min_mean__imputed,-0.0003138708137295998,5.19839828882463e-05,permutation_average_precision,hist_gradient_boosting
ammonia_mg_l_rt_rolling_15min_std__imputed,-0.0004015306155995324,0.0005416797332652062,permutation_average_precision,hist_gradient_boosting
bod_mg_l_rt_rolling_15min_min__imputed,-0.00048115175667597934,0.00011722421635341358,permutation_average_precision,hist_gradient_boosting
turbidity_ntu_rt_rolling_15min_std__imputed,-0.0005093066171828031,0.000680683944777027,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_120min_range__imputed,-0.0028587567393432156,0.0054335139472747335,permutation_average_precision,hist_gradient_boosting
dissolved_oxygen_mg_l_rt_rolling_120min_std__imputed,-0.005399769346784855,0.011600793255115566,permutation_average_precision,hist_gradient_boosting
temperature_c_rt_rolling_120min_min__imputed,-0.006422181417382511,0.008959089970664214,permutation_average_precision,hist_gradient_boosting
